SalePrice,OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,BsmtFinSF1,2ndFlrSF,GarageCars,YearBuilt,GarageArea
132500,5,999,999,999,588,0,1,1962,264
147000,5,1113,1113,1113,607,0,1,1950,264
156000,5,1073,1073,1073,836,0,2,1965,515
175000,5,1484,1484,1484,998,0,2,1971,487
160000,5,2414,954,1766,664,648,2,1900,520
86000,4,630,630,630,515,0,1,1970,286
115000,5,1304,264,616,0,688,1,1976,336
133000,6,1578,806,958,403,620,1,1941,240
172785,6,1456,728,728,0,728,2,2006,429
155000,5,1269,1269,1269,374,0,1,1960,308
91300,5,886,190,886,0,0,1,1938,273
34900,4,720,720,720,495,0,0,1920,0
430000,8,3228,3200,3228,1231,0,2,1992,546
184000,7,1820,1026,1133,329,687,1,1925,240
130000,5,899,864,899,450,0,1,1967,288
120000,5,912,912,912,111,0,1,1958,297
113000,6,1218,672,672,356,546,1,1973,264
226700,7,1768,866,866,400,902,2,2005,603
140000,5,1214,1214,1214,698,0,2,1965,461
289000,7,1801,1501,1801,1247,0,2,1959,484
147000,6,1322,855,855,257,467,2,1974,440
124500,5,1960,960,960,0,1000,2,1952,400
215000,8,1911,777,1065,380,846,2,1993,471
208300,6,1218,1218,1218,27,0,2,2009,676
161000,7,1378,689,689,141,689,2,1928,360
124500,5,1041,1041,1041,991,0,1,1959,270
164900,5,1363,1008,1363,650,0,1,1951,288
202665,7,1368,1368,1368,0,0,2,2005,474
129900,5,864,864,864,521,0,2,1958,624
134000,6,1080,1084,1080,336,0,2,1983,484
96500,5,789,768,789,0,0,1,1926,200
402861,10,2020,2006,2020,1436,0,3,2009,900
158000,6,2119,689,1378,0,741,2,1972,583
265000,7,2344,1264,1277,0,1067,3,1996,889
211000,6,1796,794,882,706,914,2,1998,546
234000,7,2080,1276,1276,0,804,1,1926,282
106250,4,1294,0,694,0,600,0,1900,0
150000,6,1244,1244,1244,777,0,1,1957,336
159000,6,1664,1004,1004,399,660,2,1947,420
184750,10,4676,3138,3138,2260,1538,3,2007,884
315750,7,2398,1379,1383,719,1015,3,1996,834
176000,7,1266,1257,1266,0,0,2,2005,453
132000,5,928,928,928,377,0,1,1956,252
446261,9,2713,1452,1476,1330,1237,3,2008,858
86000,4,605,528,605,348,0,0,1920,0
200624,6,2515,2035,2515,1219,0,2,1957,484
175000,6,1509,1461,1509,783,0,2,1988,600
128000,6,1362,611,751,0,611,2,1920,502
107500,5,827,0,827,0,0,1,1955,392
39300,1,334,0,334,0,0,0,1946,0
178000,8,1414,707,707,0,707,2,2004,403
107500,5,1347,1117,820,969,527,0,1910,0
188000,7,1724,880,880,0,844,2,1998,527
111250,4,864,864,864,600,0,2,1972,576
158000,5,1159,1051,1159,673,0,1,1968,336
272000,8,1601,1581,1601,1358,0,2,2001,670
315000,9,1838,1838,1838,1260,0,3,2006,765
248000,8,2285,969,997,0,1288,3,2000,648
213250,7,1680,1650,1680,144,0,2,1998,583
133000,7,767,723,767,584,0,1,1998,367
179665,7,1496,654,664,554,832,2,2006,426
229000,7,2183,1204,1377,1002,806,3,1988,786
210000,6,1635,1065,915,300,720,2,1923,440
129500,5,768,768,768,619,0,2,1970,624
125000,5,825,825,825,180,0,2,1955,720
263000,7,2094,912,912,0,1182,2,2003,615
140000,6,1069,1069,1069,559,0,2,1977,440
112500,5,928,928,928,308,0,1,1957,288
255500,8,1717,1709,1717,0,0,3,2006,908
108000,4,1126,0,1126,0,0,2,1949,520
284000,7,2046,998,1006,866,1040,3,2003,871
113000,5,1048,993,1048,0,0,1,1922,280
141000,5,1092,1092,1092,895,0,1,1957,299
108000,4,1336,637,897,637,439,1,1920,570
175000,7,1446,729,729,604,717,2,1996,406
234000,7,1557,1374,1557,0,0,2,2003,420
121500,5,1392,1392,1392,1302,0,2,1957,528
170000,5,1389,1389,1389,1071,0,2,1974,418
108000,5,996,996,996,290,0,0,1940,0
185000,6,1674,1163,1163,0,511,2,1918,396
268000,7,2295,1095,1166,728,1129,2,1992,590
128000,6,1647,806,841,0,806,1,1915,216
325000,9,2504,1122,1134,0,1370,3,2005,656
214000,7,1535,1517,1535,2,0,2,2004,532
316600,8,2132,1496,1496,1441,636,2,1983,612
135960,5,943,943,943,943,0,2,1979,600
142600,5,1728,1728,1728,231,0,2,1965,576
120000,6,864,864,864,414,0,1,1959,288
224500,7,1692,846,846,0,846,2,2009,650
170000,7,1430,384,774,0,656,2,2000,400
139000,5,1109,372,576,349,533,1,1971,288
118500,5,1216,832,832,442,384,1,1947,336
145000,7,1477,861,877,0,600,1,1928,216
164500,5,1320,1164,1320,328,0,2,1966,564
146000,7,1392,689,703,0,689,2,2007,540
131500,5,1795,1050,1050,0,745,1,1954,352
181900,6,1429,1144,1429,594,0,2,1960,572
253293,8,2042,2042,2042,0,0,3,2008,1390
118500,6,816,816,816,816,0,0,1990,0
325000,10,2775,1237,1521,0,1254,2,1893,880
133000,4,1573,884,989,0,584,1,1935,240
369900,8,2028,1868,2028,1460,0,3,2005,880
130000,6,838,816,838,210,0,1,1918,275
137000,5,860,840,860,672,0,2,1982,528
143000,5,1473,1437,1473,1324,0,1,1968,452
79500,5,935,742,779,0,0,1,1930,308
185900,7,1582,770,770,490,812,2,2004,520
451950,10,2296,1722,1728,1338,568,3,2008,842
138000,5,816,816,816,816,0,2,1982,816
140000,6,848,848,848,685,0,2,2003,420
110000,5,924,924,924,0,0,1,1975,280
319000,8,1826,1814,1826,1422,0,3,2005,758
114504,6,1368,684,684,0,684,1,1910,216
194201,7,1402,1258,1402,0,0,3,2006,648
217500,5,1647,1430,1647,1283,0,2,1977,621
151000,6,1556,716,716,81,840,2,1980,452
275000,8,1904,1058,1058,546,846,2,2005,736
141000,6,1375,780,780,0,595,1,1937,544
220000,8,1915,908,927,789,988,2,1992,506
151000,7,1200,600,600,0,600,2,2004,480
221000,7,1494,1494,1494,922,0,2,2002,530
205000,7,1986,768,1186,454,800,2,1965,486
152000,5,1040,1040,1040,732,0,2,1996,576
225000,5,2008,896,1112,603,896,1,1948,230
359100,8,3194,965,1940,428,1254,2,1934,380
118500,4,1029,1029,1029,903,0,1,1961,261
313000,9,2153,1440,1476,904,677,3,2000,736
148000,6,1032,1032,1032,605,0,2,1978,564
261500,8,1872,1299,1299,990,573,2,2001,531
147000,5,1120,1120,1120,206,0,0,2007,0
75500,4,630,630,630,150,0,0,1972,0
137500,6,1054,936,1054,763,0,2,1963,480
183200,6,1509,783,807,457,702,2,2002,393
105500,6,832,832,832,0,0,2,1954,528
314813,9,1828,1822,1828,48,0,3,2007,774
305000,8,2262,1482,1482,871,780,3,2003,749
67000,3,864,864,864,41,0,0,1914,0
240000,6,2614,1522,1548,956,1066,2,1974,624
135000,5,980,980,980,560,0,2,1977,484
168500,6,1512,756,756,420,756,2,2000,440
165150,6,1790,732,1012,247,778,2,1972,484
160000,6,1116,1116,1116,0,0,2,1962,440
139900,5,1422,978,1422,0,0,1,1960,286
153000,6,1520,1156,1520,674,0,1,1955,364
135000,5,2080,1040,1040,650,1040,2,1969,504
168500,6,1350,1248,1350,624,0,2,1964,520
124000,5,1750,636,1089,0,661,1,1880,240
209500,8,1554,1554,1554,24,0,2,2006,627
82500,7,1411,1386,1411,822,0,2,1977,544
139400,5,1056,1056,1056,480,0,1,1954,260
144000,6,1056,1056,1056,1056,0,2,1980,576
200000,6,3395,1440,1440,256,1440,0,1914,0
60000,2,800,264,800,0,0,0,1936,0
93000,5,1387,811,811,0,576,1,1954,256
85000,5,796,796,796,0,0,0,1910,0
264561,8,1567,1520,1567,1154,0,3,2006,648
274000,8,1518,1518,1518,1218,0,2,2003,588
226000,7,1929,1057,1057,738,872,2,2001,650
345000,8,2704,1952,2000,1410,704,2,1972,538
152000,5,1620,780,780,493,840,2,1969,462
370878,9,1766,1766,1766,1121,0,3,2009,478
143250,6,981,981,981,282,0,2,1971,576
98300,5,1048,0,1048,0,0,2,1950,420
155000,6,1094,1094,1094,500,0,2,1953,495
155000,6,1839,756,1051,0,788,2,1966,442
84500,4,630,630,630,131,0,0,1970,0
205950,7,1665,813,822,0,843,2,2007,562
108000,4,1510,755,755,0,755,1,1940,296
191000,7,1716,880,909,0,807,2,1996,512
135000,6,1469,756,756,0,713,1,1906,216
350000,8,2113,2109,2113,1696,0,3,1995,839
88000,6,1092,525,525,0,567,1,1971,264
145500,5,1053,1053,1053,806,0,1,1959,312
149000,7,1502,776,851,0,651,1,1931,270
97500,6,1458,912,912,0,546,1,1948,330
167000,5,1486,1486,1486,637,0,2,1964,480
197900,7,1935,793,1142,0,793,2,1976,550
402000,8,2448,1629,1686,1361,762,3,1994,711
110000,6,1392,1392,1392,0,0,2,1968,576
137500,4,1181,1138,1181,920,0,2,1972,588
423000,8,2097,2077,2097,1721,0,3,2005,1134
230500,8,1936,1406,1454,0,482,2,2000,504
129000,6,2380,1021,1465,187,915,2,1965,596
193500,6,1679,1408,1679,1138,0,2,1994,575
168000,5,1437,1188,1437,988,0,2,1956,576
137500,4,1180,700,1180,0,0,1,1922,252
173500,6,1476,738,738,193,738,2,2005,540
103600,6,1369,672,697,551,672,1,1925,300
165000,6,1208,1208,1208,767,0,2,1977,546
257500,6,1839,1477,1839,1186,0,2,1957,416
140000,6,1136,1136,1136,892,0,1,1965,384
148500,6,1441,855,855,311,586,2,1978,440
87000,4,1774,1095,1095,0,679,3,1900,779
109500,5,792,768,792,0,0,1,1924,240
372500,8,2046,2046,2046,0,0,3,2008,834
128500,5,988,988,988,827,0,2,1961,572
143000,6,923,923,923,543,0,1,1980,264
159434,5,1520,793,848,182,672,1,1932,281
173000,6,1291,1291,1291,1003,0,2,1996,431
285000,9,1668,1626,1668,1059,0,3,2002,702
221000,7,1839,1195,1195,0,644,2,1998,486
207500,7,2090,1190,1190,828,900,2,1984,577
227875,7,1761,874,874,0,887,2,2007,578
148800,7,1102,551,551,239,551,2,2004,480
392000,8,1419,1419,1419,945,0,2,2007,567
194700,6,1362,1362,1362,20,0,2,2005,460
141000,6,848,848,848,697,0,2,2004,420
755000,10,4316,2444,2444,1455,1872,3,1994,832
335000,7,2519,1210,1238,965,1281,2,1989,628
108480,5,1073,1073,1073,0,0,1,1921,326
141500,5,1539,927,1067,0,472,2,1936,576
176000,6,1137,1112,1137,980,0,2,1987,551
89000,5,616,616,616,616,0,1,1921,205
123500,5,1148,980,1148,210,0,1,1952,308
138500,5,894,894,894,553,0,1,1965,336
196000,7,1391,1391,1391,16,0,2,2004,530
312500,8,1800,1800,1800,1274,0,3,2002,765
140000,7,1164,1164,1164,0,0,2,1969,528
361919,8,2576,1234,1264,0,1312,3,2006,666
140000,5,1812,360,1032,0,780,2,1900,672
213000,7,1484,1473,1484,712,0,2,2004,606
55000,4,1092,0,372,0,720,0,1930,0
302000,7,1824,1643,1824,1219,0,2,1971,739
254000,8,1324,1324,1324,863,0,2,2006,550
179540,7,1456,728,728,0,728,2,2007,400
109900,5,904,876,904,0,0,1,1966,408
52000,3,729,270,729,0,0,0,1935,0
102776,4,1178,859,859,0,319,1,1900,384
189000,8,1228,1228,1228,767,0,2,1988,472
129000,4,960,960,960,789,0,2,1970,576
130500,6,1479,725,725,533,754,2,1976,475
165000,6,1350,1064,1350,0,0,2,1974,478
159500,7,2554,718,1576,0,978,2,1890,704
157000,5,1178,1176,1178,1084,0,2,1973,439
341000,7,2418,1311,1325,1173,1093,3,1993,983
128500,5,971,971,971,523,0,1,1969,300
275000,8,1742,1742,1742,1148,0,2,1985,564
143000,6,848,848,848,662,0,2,2004,420
124500,4,864,864,864,191,0,2,1970,463
135000,4,1470,941,997,0,473,1,1954,548
320000,9,1698,1698,1698,1234,0,3,2007,768
120500,4,864,864,864,375,0,2,1970,660
222000,6,1680,880,1680,808,0,2,1988,540
194500,7,1232,1232,1232,724,0,2,2007,632
110000,5,1776,1584,1776,0,0,3,1958,888
103000,4,1208,780,848,152,0,2,1925,539
236500,8,1616,1595,1616,1180,0,2,1995,608
187500,7,1146,868,1146,786,0,2,2003,438
222500,7,2031,1153,1153,252,878,2,1998,541
131400,5,1144,864,1144,594,0,1,1961,264
108000,5,948,948,948,0,0,1,1968,300
163000,7,1768,880,880,390,888,2,1914,320
93500,3,1040,0,1040,0,0,2,1950,400
239900,8,1801,893,901,0,900,3,2005,800
179000,5,1200,1200,1200,1200,0,0,1987,0
190000,7,1728,864,864,0,864,2,2004,572
132000,5,1432,264,768,0,664,2,1910,360
142000,6,912,912,912,832,0,1,1961,288
179000,7,1349,1349,1349,0,0,2,2000,539
175000,5,1464,520,1464,444,0,2,1963,480
180000,8,1337,1337,1337,733,0,2,1993,462
299800,8,2715,1142,1175,575,1540,2,1976,831
236000,7,2256,952,980,300,1276,2,2000,554
265979,7,2640,1240,1320,0,1320,4,1880,864
260400,7,1720,1720,1720,919,0,2,1996,527
98000,4,1529,0,1088,0,441,1,1945,240
96500,4,1140,576,792,0,348,0,1910,0
162000,7,1320,660,660,0,660,2,2003,400
217000,6,1494,1479,1494,1200,0,2,1997,576
275500,8,2098,1030,1038,0,1060,3,2005,878
156000,6,1026,1026,1026,439,0,2,1969,440
172500,6,1471,729,742,381,729,2,1999,440
212000,8,1768,866,866,20,902,2,2007,578
158900,6,1386,672,672,438,714,2,1978,440
179400,7,1501,744,757,549,744,2,1999,440
290000,8,2531,1318,1328,56,1203,3,1995,752
127500,6,864,864,864,612,0,1,1959,300
100000,5,1301,1145,1301,405,0,2,1924,440
215200,7,1547,756,764,24,783,2,2009,614
337000,8,2365,1252,1268,1163,1097,3,1999,856
270000,8,1494,1494,1494,437,0,2,1995,481
264132,9,1506,1498,1506,0,0,2,2008,592
196500,7,1714,980,980,394,734,2,1988,496
160000,6,1750,983,983,660,767,1,1940,423
216837,7,1836,1860,1836,24,0,2,2004,484
538000,8,3279,1650,1690,1416,1589,3,2003,841
134900,5,858,858,858,685,0,2,1982,576
102000,4,1220,836,1220,836,0,2,1951,396
107000,6,1117,1029,1117,422,0,2,1976,672
114500,5,912,912,912,456,0,1,1958,275
395000,8,1973,1935,1973,0,0,3,2006,895
162000,6,1204,1204,1204,866,0,2,1998,412
221500,7,1614,1614,1614,20,0,3,2005,865
142500,5,894,864,894,762,0,2,1974,440
144000,5,2020,0,2020,0,0,2,1977,630
135000,6,1004,975,1004,975,0,2,1977,504
176000,7,1253,1237,1253,0,0,2,1995,402
175900,6,1603,761,810,387,793,2,1992,484
187100,7,1430,1413,1430,0,0,2,2001,605
165500,5,1110,1097,1110,1097,0,2,1978,602
128000,6,1484,742,742,0,742,0,1914,0
161500,6,1342,1372,1342,251,0,2,1967,457
139000,5,1652,686,966,686,686,1,1915,416
233000,7,2084,956,956,656,1128,2,2004,618
107900,4,901,901,901,0,0,1,1954,281
187500,6,2087,832,976,568,1111,2,1966,444
160200,7,1145,1145,1145,16,0,2,2005,397
146800,6,1062,1029,1062,539,0,2,1976,539
269790,7,2013,1117,1127,862,886,2,1996,455
225000,8,1496,1496,1496,0,0,2,2007,474
194500,7,1895,712,1086,0,809,2,1994,409
171000,6,1564,650,888,0,676,2,1980,476
143500,6,1285,660,1285,0,0,2,1977,528
110000,5,773,773,773,570,0,1,1953,240
485000,9,3140,1926,1966,0,1174,3,2008,820
175000,5,1768,731,981,569,787,1,1937,240
200000,6,1688,616,616,462,1072,2,1997,603
109900,4,1196,1196,1196,197,0,2,1916,440
189000,7,1456,728,728,648,728,2,2005,410
582933,9,2822,1734,1734,0,1088,3,2008,1020
118000,5,1128,936,1128,812,0,1,1954,286
227680,7,1428,1417,1428,0,0,2,2008,554
135500,5,980,980,980,400,0,1,1967,384
223500,5,1576,1324,1072,1309,504,2,1923,528
159950,5,1086,1024,1086,516,0,2,1966,484
106000,5,2138,849,1075,0,1063,2,1898,360
181000,6,1309,1040,1309,663,0,2,1974,484
144500,6,848,848,848,662,0,2,2004,420
55993,5,1044,540,1044,0,0,2,1952,504
157900,6,1442,1442,1442,608,0,1,1958,301
116000,5,1250,686,686,0,564,1,1918,280
224900,7,1661,1649,1661,0,0,2,1998,598
137000,5,1008,1008,1008,486,0,1,1954,275
271000,8,1689,1568,1689,1218,0,3,2002,857
155000,6,1052,1010,1052,504,0,2,1971,440
224000,7,1358,1358,1358,733,0,2,2009,484
183000,7,1640,798,798,0,842,2,2003,595
93000,4,936,936,936,0,0,2,1953,576
225000,7,1733,847,847,0,886,2,2003,433
139500,6,1489,778,944,0,545,1,1940,240
232600,8,1489,1489,1489,0,0,2,2006,776
385000,10,2084,2078,2084,1636,0,3,2007,1220
109500,5,784,784,784,784,0,0,1924,0
189000,7,1434,1454,1434,20,0,2,2001,527
185000,5,2126,1013,1160,249,966,2,1967,538
147400,7,1223,600,520,0,623,2,2005,480
166000,6,1392,1392,1392,1040,0,2,1957,458
151000,7,1200,600,520,0,600,2,2005,480
237000,7,1829,941,941,483,888,2,2003,613
167000,6,1516,1516,1516,196,0,2,1964,472
139950,5,1144,1144,1144,572,0,2,1961,456
128000,4,1067,1067,1067,442,0,2,1950,436
153500,5,1559,1559,1559,338,0,2,1948,812
100000,6,987,483,483,330,504,1,1973,264
144000,5,1099,1099,1099,0,0,1,1995,352
130500,5,1200,768,768,352,432,1,1946,240
140000,6,1482,672,810,156,672,1,1925,400
157500,5,1539,650,958,0,581,2,1904,686
174900,6,1165,1127,1165,312,0,2,1966,490
141000,5,1800,1800,1800,0,0,0,1961,0
153900,5,1416,876,876,0,540,3,1915,720
171000,5,1701,1390,1701,1390,0,2,1975,611
213000,7,1775,740,1006,513,769,2,1993,425
133500,5,864,864,864,460,0,1,1972,338
240000,6,2358,907,1307,0,1051,2,1908,360
187000,6,1855,528,1094,0,761,2,1976,512
131500,6,848,848,848,659,0,2,2003,420
215000,8,1456,1273,1456,0,0,2,2003,400
164000,7,1646,918,918,364,728,1,1941,240
158000,6,1445,1127,1445,564,0,2,1964,645
170000,5,1779,1763,1779,306,0,2,1955,454
127000,5,1040,1040,1040,659,0,1,1962,260
147000,6,1026,940,1026,505,0,2,1978,576
174000,6,1481,702,702,0,779,2,1994,343
152000,7,1370,1090,1370,0,0,2,1976,479
250000,6,2654,1054,1512,619,1142,2,1968,619
189950,7,1426,912,912,0,514,1,1918,216
131500,5,1039,1039,1039,841,0,2,1965,504
152000,6,1097,1040,1097,338,0,2,1984,480
132500,5,1148,1148,1148,1148,0,1,1959,672
250580,7,1372,1372,1372,0,0,2,2007,529
148500,5,1002,1002,1002,828,0,2,1970,902
248900,8,1646,1638,1646,0,0,3,2006,870
129000,4,1120,1040,1120,932,0,2,1961,544
169000,5,2320,0,1547,0,720,2,1948,672
236000,7,1949,1050,1062,750,887,2,1993,574
109500,5,894,894,894,0,0,1,1962,308
200500,6,1682,804,804,505,878,2,1998,523
116000,5,910,105,910,0,0,2,1953,414
133000,5,1268,832,1036,375,0,1,1949,288
66500,5,1131,676,676,0,455,1,1941,200
303477,8,2610,1184,1184,64,1426,2,2007,550
132250,4,1040,1064,1040,633,0,2,1963,648
350000,9,2224,1462,1462,1170,762,3,2004,738
148000,5,1155,1109,1155,899,0,2,1961,576
136500,5,864,864,864,646,0,1,1978,336
157000,5,1090,1090,1090,980,0,2,2005,450
187500,7,1717,1156,1187,902,530,2,1990,400
178000,6,1593,808,808,0,785,2,1992,389
118500,4,2230,795,954,0,795,1,1912,440
100000,5,892,892,892,432,0,1,1967,288
328900,9,1709,1698,1709,1238,0,2,1999,506
145000,5,1712,1626,1712,528,0,2,1959,588
135500,5,1393,816,872,0,521,1,1955,300
268000,8,2217,2217,2217,351,0,2,1970,621
149500,6,1505,1505,1505,1024,0,2,1953,505
122900,5,924,672,672,0,252,2,1949,576
172500,6,1683,918,918,226,765,2,1978,440
154500,6,1068,1059,1068,663,0,1,1963,264
165000,5,1383,1383,1383,1064,0,1,1954,354
118858,5,1535,0,1535,0,0,2,1979,400
140000,6,1796,780,983,400,813,2,1963,483
106500,4,951,951,951,285,0,1,1936,327
142953,5,2240,0,1120,0,1120,2,1979,528
611657,9,2364,2330,2364,2188,0,3,2009,820
135000,5,1236,912,1236,465,0,1,1961,288
110000,4,858,858,858,322,0,1,1971,684
153000,5,1306,992,1306,860,0,1,1957,756
180000,7,1509,783,807,0,702,2,2003,393
240000,7,1670,1670,1670,0,0,3,2006,690
125500,5,902,876,902,599,0,1,1967,288
128000,5,1063,1056,1063,354,0,1,1954,280
255000,8,1636,1623,1636,63,0,3,2006,865
250000,7,2057,1017,1020,223,1037,1,1936,180
131000,5,902,864,902,301,0,2,1983,484
174000,6,1484,742,742,0,742,2,2005,390
154300,5,2274,1105,1105,443,1169,2,1960,480
143500,5,1268,1268,1268,196,0,1,1977,252
88000,5,1015,768,1015,489,0,1,1925,450
145000,5,2002,1001,1001,284,1001,3,1949,871
173733,6,1224,612,612,294,612,2,2009,528
75000,4,1092,546,546,0,546,1,1970,286
35311,2,480,480,480,50,0,1,1949,308
135000,4,1229,1134,1229,1059,0,1,1956,284
238000,7,2127,1104,912,48,1215,3,1991,833
176500,6,1414,1184,1414,528,0,2,1958,601
201000,6,1721,928,936,814,785,2,1994,471
145900,5,2200,1272,1272,1084,928,0,1900,0
169990,6,1316,1316,1316,28,0,2,2005,397
193000,6,1617,1604,1617,165,0,2,1993,533
207500,6,1686,1686,1686,625,0,2,1980,612
175000,5,1126,1126,1126,767,0,2,1977,540
285000,8,2374,1181,1234,0,1140,3,2003,656
176000,7,1978,832,1098,552,880,2,1968,486
236500,8,1788,1753,1788,0,0,2,2001,522
222000,7,2236,964,993,0,1243,2,1997,642
201000,8,1466,1466,1466,16,0,3,2007,610
117500,5,925,925,925,338,0,1,1965,429
320000,9,1905,1905,1905,0,0,3,2006,788
190000,7,1500,1500,1500,20,0,2,2004,570
242000,7,2069,585,2069,425,0,2,1960,505
79900,4,747,600,747,0,0,2,1926,528
184900,7,1200,1176,1200,833,0,2,2003,555
253000,7,1971,1113,1113,341,858,2,2005,689
239799,7,1962,1391,1391,464,571,3,2006,868
244400,7,2403,1032,1207,0,1196,1,1940,349
150900,6,1728,1728,1728,936,0,2,1976,574
214000,7,2060,992,1022,772,1038,2,1999,390
150000,4,1440,1440,1440,1440,0,0,1977,0
143000,5,1632,1632,1632,0,0,2,1967,576
137500,6,1344,819,1344,111,0,2,1958,525
124900,5,1869,1088,1188,1088,561,2,1890,456
143000,5,1144,1144,1144,748,0,1,1959,796
270000,8,1629,1616,1629,1300,0,3,2002,808
192500,7,1776,936,936,0,840,2,2002,474
197500,6,1381,1161,1381,982,0,2,1972,676
129000,5,864,864,864,398,0,2,1950,720
119900,5,965,828,965,641,0,1,1965,300
133900,5,768,768,768,660,0,1,1972,396
172000,5,1968,784,1168,562,800,2,1969,530
127500,6,980,945,980,945,0,0,1975,0
145000,6,1958,979,979,484,979,2,1946,492
124000,6,1229,561,561,285,668,2,1980,462
132000,5,1057,1057,1057,417,0,2,1962,576
185000,7,1337,1337,1337,699,0,2,2003,531
155000,7,1416,696,696,604,720,2,1999,484
116500,5,858,858,858,696,0,0,1958,0
272000,6,2872,1330,1542,896,1330,2,1977,619
155000,6,1548,804,804,556,744,2,1976,440
239000,9,1800,1800,1800,0,0,2,2007,702
214900,7,1894,817,824,624,1070,2,2002,510
178900,6,1484,783,783,0,701,2,2005,393
160000,5,1308,728,976,428,332,1,1940,256
135000,5,1098,1098,1098,902,0,1,1955,260
37900,3,968,600,600,0,368,0,1910,0
140000,6,1095,588,1095,513,0,1,1958,264
135000,4,1192,720,720,0,472,0,1949,0
